기업명,기업공고,지원방법,직업 관련,지역,경력,학위,정규직 유무
(주)더마펌,[경력] 화장품 백엔드 개발자 채용,입사지원,"데이터분석가, 데이터엔지니어, 백엔드/서버개발, 유지보수, 데이터 사이언티스트",서울강남구,경력2년↑,초대졸↑,정규직
(주)티오에스코리아,[여의도/계약직/한국평가데이터/실근무7시간] 리스크 채용,입사지원,"데이터분석가, 데이터엔지니어, Python, R, SAS",서울영등포구,경력무관,대졸↑,계약직
(주)미리디,퍼포먼스 마케터 [미리디],홈페이지 지원,"마케팅기획, 마케팅전략, SNS마케팅, 콘텐츠기획, 광고마케팅",서울구로구,경력5년↑,고졸↑,정규직
(주)이씨에스텔레콤,Cisco IPCC Field Engineer 채용,입사지원,"데이터분석가, 백엔드/서버개발, 유지보수, SE(시스템엔지니어), 솔루션",서울서초구,경력5년↑,대졸↑,정규직
(주)이씨에스텔레콤,CTI 솔루션 개발 (ETI) 경력채용,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 백엔드/서버개발, 프론트엔드",서울서초구,경력3년↑,대졸↑,정규직
(주)마루에이치알,[국회의사당역 도보4분] 나이스평가정보 콘텐츠개발실 채용,입사지원,"데이터분석가, 통계/분석, 데이터분석, 아웃소싱, 서치펌",서울영등포구,경력무관,학력무관,파견직
안진회계법인,[딜로이트 안진회계법인] 금융기관 데이터 분석 전문가,홈페이지 지원,"데이터분석가, 데이터엔지니어, 데이터분석, 데이터 사이언티스트, 회계법인",서울영등포구,경력 5~10년,대졸↑,정규직
(주)이글루코퍼레이션,[서울]정보보호컨설팅(관리체계/인프라/웹·앱 취약점점검),입사지원,"데이터분석가, 보안컨설팅, 정보보안, 취약점진단, ISMS",서울송파구,경력1년↑,초대졸↑,정규직
(주)세나테크놀로지,딥러닝 개발자 채용,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",서울강남구,경력 3~10년,대졸↑,정규직
입소스(주),마케팅 리서치 경력 연구원,입사지원,"마케팅전략, 글로벌마케팅, 조사원, 설문조사, 시장조사",서울중구,경력1년↑,대졸↑,정규직
(주)솔로몬텍,세일즈포스 Salesforce 인재 상시 채용,입사지원,"데이터분석가, 웹개발, 백엔드/서버개발, 프론트엔드, IT컨설팅",서울금천구,경력,초대졸↑,정규직
(주)야놀자,"MS PowerBI Engineer (1년, 육아휴직대체)",홈페이지 지원,"데이터분석가, 데이터엔지니어, 기술지원, DBA, 종합포털",서울강남구,경력3년↑,학력무관,계약직
(주)맨파워코리아,양산 외국계기업 DB개발 지원직 채용(엑셀상급자/통근버스),입사지원,"데이터분석가, 데이터엔지니어, 문서작성, 사무보조, 자료입력",경남양산시,경력무관,초대졸↑,파견직
(주)멀티캠퍼스,구매 담당자 채용 (계약직),홈페이지 지원,"데이터분석가, 빅데이터, 데이터엔지니어, 머신러닝, 딥러닝",서울강남구,경력,초대졸↑,계약직
(주)제니스클라우드,Microsoft Software 및 Cloud 영업 채용,입사지원,"데이터분석가, 데이터엔지니어, 데이터시각화, 기술지원, 보안컨설팅",서울강남구,신입·경력,초대졸↑,정규직
(주)비바리퍼블리카,[토스페이먼츠] Data Analyst (전사 전략),홈페이지 지원,"데이터분석가, 인터넷금융",서울강남구,경력,학력무관,정규직
(주)제니스클라우드,소프트웨어 영업관리 신입 및 경력 모집,입사지원,"데이터분석가, 데이터엔지니어, 데이터시각화, 기술지원, 보안컨설팅",서울강남구,신입·경력,초대졸↑,정규직
(주)비바리퍼블리카,[토스페이먼츠] Data Analyst (공통),홈페이지 지원,"데이터분석가, 인터넷금융",서울강남구,경력,학력무관,정규직
(주)트라이씨클,[LF 계열사] 트라이씨클 IT지원본부 MIS 담당자 인재 영입,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, Python, 데이터시각화",서울서초구,경력4년↑,대졸↑,정규직
(주)지바이크,[공유모빌리티 No.1 지쿠] 전략마케팅팀 데이터분석 전문가 모집,입사지원,"데이터분석가, 통계/분석, 데이터분석, 임대",서울강남구,경력3년↑,대졸↑,정규직
이앤비정보통신(주),"이앤비정보통신(주)  네트웍사업본부 신입, 경력직 공무 채용",입사지원,"데이터분석가, 데이터엔지니어, 네트워크, 통신설계, 건설관리",충남천안시 서북구,경력무관,학력무관,정규직
(주)오상헬스케어,(주)오상헬스케어 MES 개발 담당 경력직 채용,입사지원,"데이터분석가, 웹개발, DBA, SI개발, ERP",경기안양시 동안구,경력 10~15년,초대졸↑,정규직
(주)씨메스,3D SLAM & Matching Engineer,점핏에서 지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",서울강남구,신입·경력,대졸↑,정규직
(주)지오시스템리서치,㈜지오시스템리서치 현장조사 및 자료분석 분야 채용,입사지원,"데이터분석가, 데이터엔지니어, R&D, 해양조사, 환경",경기군포시,경력무관,대졸↑,정규직·계약직
(주)맨파워그룹코리아,[외국계/중견/리서치] 상반기 연구원 채용 (대리급 이상),입사지원,"영업전략, 브랜드관리, 브랜드기획, 브랜드런칭, 브랜드확장",서울서대문구,경력 3~15년,대졸↑,정규직
(주)컬리,[컬리] DBA (DateBase Administrator) MySQL,홈페이지 지원,"데이터분석가, 유통업",서울강남구,경력3년↑,학력무관,정규직
넛지헬스케어(주),[넛지헬스케어] 백엔드개발 산업기능요원 (병역특례),입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 웹개발, 백엔드/서버개발",서울강남구,경력무관,학력무관,산업기능요원·현역
디포커스(주),[신입/경력]SAP 솔루션 BW / DataSphere 컨설턴트 채용,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 웹개발, 백엔드/서버개발",서울성동구,신입·경력,대졸↑,정규직
넛지헬스케어(주),[넛지헬스케어] 백엔드/서버 개발자,입사지원,"데이터분석가, 웹개발, 기술지원, 백엔드/서버개발, 앱개발",서울강남구,경력3년↑,대졸↑,정규직
넛지헬스케어(주),[넛지헬스케어] 프론트엔드개발 산업기능요원,입사지원,"데이터분석가, 웹개발, 기술지원, 앱개발, 웹마스터",서울강남구,경력무관,학력무관,산업기능요원·현역
(주)미래엔,(주)미래엔 데이터 사이언티스트 채용,홈페이지 지원,"데이터분석가, 데이터 사이언티스트, 출판사",서울서초구,경력3년↑,대졸↑,정규직
(주)이스트소프트,AI 검색엔진 Product Owner (경력),점핏에서 지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, AI(인공지능)",서울서초구,경력 2~10년,학력무관,정규직
호전실업(주),"의류 패턴, 공정 데이터 분석 (연구소)",입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 데이터시각화, 데이터마이닝",서울마포구,경력 5~10년,대졸↑,정규직
호전실업(주),AI모델 개발 (연구소),입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",서울마포구,경력 3~10년,대졸↑,정규직
호전실업(주),AI시스템 개발 (IT혁신팀),입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",서울마포구,경력 10~15년,대졸↑,정규직
넛지헬스케어(주),[넛지헬스케어] 데이터분석 담당 산업기능요원 (병역특례),입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 웹개발, 데이터시각화",서울강남구,경력무관,학력무관,산업기능요원·현역
넛지헬스케어(주),[넛지헬스케어] 안드로이드개발 채용전환형 인턴,입사지원,"데이터분석가, 기술지원, 앱개발, 유지보수, 프론트엔드",서울강남구,신입,학력무관,인턴직
㈜유니테크노,전산 시스템 관리 경력직 모집,입사지원,"데이터분석가, 앱개발, 유지보수, 미들웨어, .NET",부산강서구,경력8년↑,초대졸↑,정규직
(주)씨알에스큐브,AI 개발자(전문연구요원 가능),입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",서울마포구,경력 2~5년,고졸↑,정규직
(주)중외정보기술,[중외정보기술]  네트워크 운영/ 관리 담당자 (SM) 모집,입사지원,"데이터분석가, 데이터엔지니어, 기술지원, 백엔드/서버개발, 유지보수",경기과천시,경력3년↑,학력무관,정규직
(주)다하미커뮤니케이션즈,윈도우 어플리케이션 개발 담당자 신입/경력 채용,입사지원,"데이터분석가, 웹개발, 기술지원, 앱개발, 웹마스터",서울중구,경력무관,대졸↑,정규직
(주)엑셈,데이터 사이언티스트(5년 이상),입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 머신러닝, 딥러닝",서울강서구,경력 5~15년,대졸↑,정규직
(주)플래티어,[그루비 SaaS 솔루션] AI 엔지니어,입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",서울전체,경력 3~7년,학력무관,정규직
(주)엑셈,AI 모델 개발자(2년 이상),입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",서울강서구,경력 2~10년,석사↑,정규직
빅스데이터(주),[경력직] Tableau 컨설턴트 모집,입사지원,"데이터분석가, 빅데이터, 데이터시각화, 데이터마이닝, IT컨설팅",서울강남구,경력3년↑,초대졸↑,정규직
(주)이크레더블,이크레더블 DX개발 부문 경력사원 채용,입사지원,"데이터분석가, 데이터엔지니어, 웹개발, 백엔드/서버개발, 앱개발",서울구로구,경력7년↑,대졸↑,정규직
(주)우리기술,우리기술 임베디드 소프트웨어 개발 경력직 채용 공고,입사지원,"데이터분석가, 데이터엔지니어, AI(인공지능), 네트워크, 임베디드",서울마포구,신입·경력,대졸↑,정규직
(주)엠앤디,[R&D] 원자력발전소 설비 진단 기술 개발 담당자 채용,입사지원,"데이터분석가, 머신러닝, Python, AI(인공지능), 모델링",서울서초구,경력무관,대졸↑,정규직
(주)우리기술,우리기술 PMAS서버 및 응용 SW 개발 경력직 채용,입사지원,"데이터분석가, 데이터엔지니어, AI(인공지능), 네트워크, 임베디드",서울마포구,경력 4~7년,대졸↑,정규직
(주)우리기술,우리기술 PSD 소프트웨어 개발자 채용 공고,입사지원,"데이터분석가, 데이터엔지니어, AI(인공지능), 네트워크, 임베디드",서울마포구,신입·경력,대졸↑,정규직
(주)사이넷,모바일앱 광고 및 데이터마케팅 (주 4일 출근제 ),입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 데이터시각화, 데이터분석",서울송파구,경력2년↑,대졸↑,계약직
(주)비솔,영상분야 AI 개발 모집 (가산 근무),입사지원,"데이터분석가, 빅데이터, 머신러닝, 딥러닝, Python",경기전체,경력 5~20년,초대졸↑,정규직
(주)메디젠휴먼케어,메디젠휴먼케어 데이터분석 담당 경력직 채용,입사지원,"데이터분석가, 빅데이터, 생명과학, 알고리즘개발, 유전자",서울송파구,경력3년↑,석사↑,정규직
(주)아이엠오,그래프 데이터베이스(Graph DB) 전문가 모집,입사지원,"데이터분석가, 데이터엔지니어, 솔루션업체, 소프트웨어개발",서울송파구,경력,대졸↑,정규직
(주)메트릭스,리서치 경력직 연구원 채용공고,입사지원,"설문조사, 통계/분석, 리서치, 시장조사, 조사분석",서울서초구,경력2년↑,대졸↑,정규직
메가존클라우드(주),클라우드 AI/ML Engineer 채용,홈페이지 지원,"데이터분석가, 빅데이터, 머신러닝, Python, AI(인공지능)",경기과천시,경력무관,학력무관,정규직
(주)포스웨이브,프론트엔드 개발자 채용(채용후 2025년 12월까지 단기 프리랜서),입사지원,"데이터분석가, 데이터엔지니어, 웹개발, 백엔드/서버개발, 프론트엔드",경기이천시,경력무관,학력무관,프리랜서
(주)포스웨이브,GIS DB구축 프리랜서 채용(채용후 2025년 12월까지 단기),입사지원,"데이터분석가, 데이터엔지니어, 웹개발, 프론트엔드, OracleDB",경기이천시,경력무관,학력무관,프리랜서
(주)씨아이템프러리,현대카드 PLCC오토2팀 채용 마케팅/SQL/MIS,입사지원,"데이터분석가, 빅데이터, 데이터엔지니어, 데이터시각화, 데이터마이닝",서울영등포구,경력무관,학력무관,계약직
디에스글로벌 주식회사,디에스글로벌(주) 개발자 CTO급 상반기 채용,입사지원,"데이터분석가, 웹개발, 백엔드/서버개발, 앱개발, 유지보수",서울성동구,경력10년↑,학력무관,정규직
디에스글로벌 주식회사,디에스글로벌(주) 백엔드 개발자 경력직 상반기 채용,입사지원,"데이터분석가, 웹개발, 백엔드/서버개발, 앱개발, 유지보수",서울성동구,경력3년↑,학력무관,정규직
(주)티라유텍,[프론트엔드 개발자] FEMS/MEMS 분야 경력직 채,입사지원,"데이터분석가, 데이터엔지니어, 머신러닝, 딥러닝, 웹개발",서울강남구,경력무관,대졸↑,정규직
